date,adjclose
2018-01-03,15.492631912231445
2018-01-04,15.520462036132812
2018-01-05,15.613232612609863
2018-01-08,15.798771858215332
2018-01-09,15.798771858215332
2018-01-10,15.585402488708496
2018-01-11,16.002866744995117
2018-01-12,16.049251556396484
2018-01-15,16.095638275146484
2018-01-16,16.373947143554688
2018-01-17,17.03261375427246
2018-01-18,16.902738571166992
2018-01-19,16.939847946166992
2018-01-22,17.134660720825195
2018-01-23,16.92129135131836
2018-01-24,17.94176483154297
2018-01-25,17.94176483154297
2018-01-26,18.489110946655273
2018-01-29,18.414894104003906
2018-01-30,18.080917358398438
2018-01-31,18.275739669799805
2018-02-01,19.03645133972168
2018-02-02,18.52621841430664
2018-02-05,17.6634521484375
2018-02-06,18.544771194458008
2018-02-07,18.034536361694336
2018-02-08,17.6727294921875
2018-02-09,17.412973403930664
2018-02-15,17.997425079345703
2018-02-16,18.01598358154297
2018-02-19,18.600433349609375
2018-02-20,18.96224021911621
2018-02-21,18.785974502563477
2018-02-22,19.240549087524414
2018-02-23,19.59307861328125
2018-02-26,19.964155197143555
2018-02-27,19.94560432434082
2018-02-28,19.90849494934082
2018-03-01,19.509584426879883
2018-03-02,19.954883575439453
2018-03-05,20.52077865600586
2018-03-06,20.316680908203125
2018-03-07,20.10331153869629
2018-03-08,20.131139755249023
2018-03-09,20.771255493164062
2018-03-12,20.715595245361328
2018-03-13,20.511499404907227
2018-03-14,20.761978149414062
2018-03-15,19.769338607788086
2018-03-16,19.88066291809082
2018-03-19,19.416810989379883
2018-03-20,19.63018226623535
2018-03-21,20.455835342407227
2018-03-22,20.14969825744629
2018-03-23,20.177526473999023
2018-03-26,20.437286376953125
2018-03-27,19.889944076538086
2018-03-28,19.667293548583984
2018-03-29,19.862112045288086
2018-04-02,19.388980865478516
2018-04-03,19.212717056274414
2018-04-04,18.90657615661621
2018-04-05,19.620906829833984
2018-04-06,19.74151039123535
2018-04-09,19.045732498168945
2018-04-10,19.852834701538086
2018-04-11,20.22391128540039
2018-04-12,20.112586975097656
2018-04-13,19.667293548583984
2018-04-16,19.12922477722168
2018-04-17,19.509584426879883
2018-04-18,20.22391128540039
2018-04-19,20.594993591308594
2018-04-20,20.743427276611328
2018-04-23,20.85474967956543
2018-04-24,20.780532836914062
2018-04-25,20.158973693847656
2018-04-26,20.99390411376953
2018-04-27,21.06812286376953
2018-04-30,21.309322357177734
2018-05-02,20.966075897216797
2018-05-03,20.826921463012695
2018-05-04,20.659931182861328
2018-05-07,21.01245880126953
2018-05-08,21.253662109375
2018-05-09,22.98847007751465
2018-05-10,23.888338088989258
2018-05-11,23.600749969482422
2018-05-14,24.342910766601562
2018-05-15,24.853151321411133
2018-05-16,25.409770965576172
2018-05-17,24.073881149291992
2018-05-18,23.795564651489258
2018-05-21,23.23894500732422
2018-05-22,22.969371795654297
2018-05-23,21.630809783935547
2018-05-24,18.665525436401367
2018-05-25,18.405242919921875
2018-05-28,15.718822479248047
2018-05-29,17.940465927124023
2018-05-30,17.643007278442383
2018-06-01,15.021655082702637
2018-06-04,16.295150756835938
2018-06-05,15.421363830566406
2018-06-06,15.179679870605469
2018-06-07,14.649832725524902
2018-06-08,14.175756454467773
2018-06-11,14.32448673248291
2018-06-12,14.370963096618652
2018-06-13,14.101393699645996
2018-06-14,14.036323547363281
2018-06-15,13.915480613708496
2018-06-18,13.47858715057373
2018-06-19,14.333783149719238
2018-06-20,15.068132400512695
2018-06-21,14.036323547363281
2018-06-22,14.04561996459961
2018-06-25,14.594058990478516
2018-06-26,14.91010856628418
2018-06-27,15.384181022644043
2018-06-28,15.430658340454102
2018-06-29,15.97909927368164
2018-07-02,16.239376068115234
2018-07-03,16.26726531982422
2018-07-04,16.36951446533203
2018-07-05,16.60190200805664
2018-07-06,16.676271438598633
2018-07-10,16.499650955200195
2018-07-11,16.183603286743164
2018-07-12,16.685565948486328
2018-07-13,16.83429527282715
2018-07-16,16.620494842529297
2018-07-17,17.001615524291992
2018-07-18,16.77851676940918
2018-07-19,17.103864669799805
2018-07-20,17.931167602539062
2018-07-23,17.903282165527344
2018-07-24,18.275102615356445
2018-07-25,18.553974151611328
2018-07-26,18.0427188873291
2018-07-27,18.37735939025879
2018-07-30,18.488901138305664
2018-07-31,18.330881118774414
2018-08-01,18.600454330444336
2018-08-02,18.972274780273438
2018-08-03,19.622968673706055
2018-08-06,19.557899475097656
2018-08-07,19.251142501831055
2018-08-08,18.721294403076172
2018-08-09,18.90720558166504
2018-08-10,18.210037231445312
2018-08-13,18.628339767456055
2018-08-14,18.619020462036133
2018-08-15,17.75236701965332
2018-08-16,17.659183502197266
2018-08-17,17.202556610107422
2018-08-20,17.10936737060547
2018-08-21,16.51296615600586
2018-08-22,17.10004997253418
2018-08-23,16.727298736572266
2018-08-24,17.05345344543457
2018-08-27,17.43552589416504
2018-08-28,17.10004997253418
2018-08-29,17.98533821105957
2018-08-30,17.519397735595703
2018-08-31,17.94806480407715
2018-09-03,17.705774307250977
2018-09-04,17.379615783691406
2018-09-05,17.47280502319336
2018-09-06,17.696455001831055
2018-09-10,17.94806480407715
2018-09-11,17.239830017089844
2018-09-12,17.659183502197266
2018-09-13,17.43552589416504
2018-09-14,17.51007843017578
2018-09-17,18.07852554321289
2018-09-18,18.870630264282227
2018-09-19,18.619020462036133
2018-09-20,18.516517639160156
2018-09-21,18.76812171936035
2018-09-24,18.637657165527344
2018-09-25,18.712209701538086
2018-09-26,18.814712524414062
2018-09-27,19.99820899963379
2018-09-28,19.653406143188477
2018-10-01,19.569541931152344
