date,adjclose
2018-01-03,18.16152572631836
2018-01-04,18.210216522216797
2018-01-05,18.16152572631836
2018-01-08,18.59973907470703
2018-01-09,18.794498443603516
2018-01-10,18.90161895751953
2018-01-11,18.833454132080078
2018-01-12,18.76528549194336
2018-01-15,18.960046768188477
2018-01-16,18.93083381652832
2018-01-17,19.135334014892578
2018-01-18,20.449974060058594
2018-01-19,20.644737243652344
2018-01-22,20.751853942871094
2018-01-23,20.51814079284668
2018-01-24,20.34285545349121
2018-01-25,20.34285545349121
2018-01-26,20.05071449279785
2018-01-29,19.933856964111328
2018-01-30,20.50840187072754
2018-01-31,20.118879318237305
2018-02-01,20.479188919067383
2018-02-02,20.644737243652344
2018-02-05,20.50840187072754
2018-02-06,20.372068405151367
2018-02-07,20.35259437561035
2018-02-08,19.35930824279785
2018-02-09,19.39826202392578
2018-02-15,19.75857162475586
2018-02-16,20.781070709228516
2018-02-19,21.51142692565918
2018-02-20,22.222305297851562
2018-02-21,22.20282745361328
2018-02-22,21.569854736328125
2018-02-23,21.569854736328125
2018-02-26,21.02452278137207
2018-02-27,20.897926330566406
2018-02-28,21.180330276489258
2018-03-01,20.703163146972656
2018-03-02,21.229021072387695
2018-03-05,20.85897445678711
2018-03-06,21.082950592041016
2018-03-07,21.384830474853516
2018-03-08,22.163877487182617
2018-03-09,22.53392219543457
2018-03-12,21.530902862548828
2018-03-13,22.15414047241211
2018-03-14,23.371400833129883
2018-03-15,22.787113189697266
2018-03-16,27.753538131713867
2018-03-19,29.798534393310547
2018-03-20,29.652463912963867
2018-03-21,30.937891006469727
2018-03-22,31.64876937866211
2018-03-23,32.32069396972656
2018-03-26,33.31398391723633
2018-03-27,32.16489028930664
2018-03-28,32.57388687133789
2018-03-29,32.48624801635742
2018-04-02,32.651790618896484
2018-04-03,33.49900817871094
2018-04-04,34.949981689453125
2018-04-05,35.54400634765625
2018-04-06,36.99497985839844
2018-04-09,36.00169372558594
2018-04-10,35.80693054199219
2018-04-11,34.76495361328125
2018-04-12,35.39793395996094
2018-04-13,35.30055236816406
2018-04-16,35.89457702636719
2018-04-17,36.89759826660156
2018-04-18,36.371734619140625
2018-04-19,36.352264404296875
2018-04-20,36.6444091796875
2018-04-23,37.2481689453125
2018-04-24,36.71257400512695
2018-04-25,38.17328643798828
2018-04-26,38.95233154296875
2018-04-27,39.38505554199219
2018-04-30,40.17765426635742
2018-05-02,41.53778076171875
2018-05-03,39.942806243896484
2018-05-04,38.993648529052734
2018-05-07,38.582679748535156
2018-05-08,39.12085723876953
2018-05-09,41.92918395996094
2018-05-10,41.11702346801758
2018-05-11,42.17380905151367
2018-05-14,44.277610778808594
2018-05-15,45.001708984375
2018-05-16,43.53394317626953
2018-05-17,43.46544647216797
2018-05-18,45.197410583496094
2018-05-21,44.737510681152344
2018-05-22,42.05638885498047
2018-05-23,41.79219436645508
2018-05-24,44.30696487426758
2018-05-25,43.36759567260742
2018-05-28,44.032981872558594
2018-05-29,42.22273635864258
2018-05-30,42.17380905151367
2018-06-01,43.5241584777832
2018-06-04,46.01935577392578
2018-06-05,47.26206588745117
2018-06-06,50.843414306640625
2018-06-07,48.38735580444336
2018-06-08,43.76878356933594
2018-06-11,43.142539978027344
2018-06-12,44.952781677246094
2018-06-13,45.021278381347656
2018-06-14,46.9685173034668
2018-06-15,46.28355407714844
2018-06-18,45.29526138305664
2018-06-19,42.90769577026367
2018-06-20,42.183597564697266
2018-06-21,42.64350128173828
2018-06-22,42.937049865722656
2018-06-25,43.01533126831055
2018-06-26,43.54372787475586
2018-06-27,44.032981872558594
2018-06-28,43.22081756591797
2018-06-29,44.00362777709961
2018-07-02,43.63179397583008
2018-07-03,44.032981872558594
2018-07-04,44.727725982666016
2018-07-05,45.784515380859375
2018-07-06,44.65922927856445
2018-07-10,42.379302978515625
2018-07-11,43.91556167602539
2018-07-12,43.21103286743164
2018-07-13,43.28931427001953
2018-07-16,43.35781478881836
2018-07-17,42.75113296508789
2018-07-18,41.35186004638672
2018-07-19,41.097450256347656
2018-07-20,38.95451354980469
2018-07-23,40.2265739440918
2018-07-24,40.72561264038086
2018-07-25,41.6356315612793
2018-07-26,41.567134857177734
2018-07-27,42.46736526489258
2018-07-30,43.24039077758789
2018-07-31,43.592655181884766
2018-08-01,42.66306686401367
2018-08-02,43.162109375
2018-08-03,41.91939926147461
2018-08-06,42.17380905151367
2018-08-07,41.518211364746094
2018-08-08,42.731563568115234
2018-08-09,43.05447006225586
2018-08-10,44.69837188720703
2018-08-13,45.99000549316406
2018-08-14,44.99192428588867
2018-08-15,43.377384185791016
2018-08-16,42.23252487182617
2018-08-17,42.99576187133789
2018-08-20,44.22868728637695
2018-08-21,46.166133880615234
2018-08-22,47.18378829956055
2018-08-23,49.21908950805664
2018-08-24,49.796409606933594
2018-08-27,48.17208480834961
2018-08-28,48.93532180786133
2018-08-29,47.52626419067383
2018-08-30,47.50669479370117
2018-08-31,46.29334259033203
2018-09-03,47.986167907714844
2018-09-04,49.30715560913086
2018-09-05,52.957000732421875
2018-09-06,53.250553131103516
2018-09-10,51.8023567199707
2018-09-11,51.029335021972656
2018-09-12,50.67707061767578
2018-09-13,50.6477165222168
2018-09-14,50.88256072998047
2018-09-17,50.29545211791992
2018-09-18,48.16230010986328
2018-09-19,47.35013198852539
2018-09-20,46.85109329223633
2018-09-21,46.0389289855957
2018-09-24,45.950862884521484
2018-09-25,46.9685173034668
2018-09-26,46.92937469482422
2018-09-27,46.38140869140625
2018-09-28,47.04679870605469
2018-10-01,46.9685173034668
